ID,Question,Answer,Answer Mode,Source URL
2412,What is the definition of total loss?,"Covered Vehicle is declared a Total Loss by Your Physical Damage Insurer,
No Physical Damage Insurance exists and Covered Vehicle is stolen and not recovered within thirty (30) days after the date of theft and remains unrecovered at the time of notification of Total Loss to the Program Administrator, or
No Physical Damage Insurance exists and the total cost to repair Covered Vehicle is greater than or equal to its Cash Value as determined by the Program Administrator using the average retail value for a used vehicle in the NADA Official Guide applicable to Your Unit Type, or its equivalent, based on the best information available on Covered Vehicle’s options, age, and condition.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/What_is_the_definition_of_total_loss.html
2413,I think my vehicle is a total loss. How quickly should I open a GAP claim?," If a Covered Vehicle is damaged or stolen and you potentially have suffered a Total Loss, You must contact the Program Administrator at 1-800-255-8713. If your lienholder is Toyota Motor Credit Corporation please contact 1-800-874-8822. ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/I_think_my_vehicle_is_total_loss_how_quickly_should_I_open_GAP_claim.html
2414,What is the definition of date of total loss?, Date of Total Loss means the date Covered Vehicle is initially damaged or stolen which ultimately results in a Total Loss. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/What_is_the_definition_of_date_of_total_loss.html
2415,How is the cash value calculated for my vehicle in the event of a total loss GAP claim?," Cash Value 2 means the value of the Vehicle on the Date of Total Loss , prior to its physical damage or theft, as determined by Your Physical Damage Insurer, plus any amount subtracted from that value due to pre-existing damage to Covered Vehicle, condition adjustments, and/or the following items if subtracted from the settlement amount: storage charges, towing, recovery fees, salvage payments, and/or other fees and deductions; less Your Physical Damage Insurance deductible up to 1,000, if applicable. If You do not have Physical Damage Insurance or Your Physical Damage Insurance has either a stated value or a limit of liability that is less than the value of Covered Vehicle on the Date of Total Loss , or does not cover the Total Loss, the Cash Value 2 is determined by the Program Administrator using the average retail value for a used vehicle in the National Automobile Dealers Association (NADA) Official Guide applicable to Your Unit Type, or its equivalent, based on the best information available on Covered Vehicles options, age, and condition as of the Date of Total Loss , less Your Physical Damage Insurance deductible up to  1,000, if applicable. If We show You that the Physical Damage Insurer failed to pay a fair actual cash value for Covered Vehicle , as determined by the Program Administrator using NADA value or its equivalent at the Date of Total Loss , You may be required to contact the Physical Damage Insurer to request a higher actual cash value and payment. 2. The information provided varies by state. Please see your GAP agreement, certificate, waiver, or selling dealer for complete details. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/How_is_the_cash_value_calculated_for_my_vehicle_in_the_event_of_a_total_loss_GAP_claim.html
2416,What documents are required to process a GAP claim?, Click on the [link](/content/dam/tmcc-webcommons/toyotafinancial/documents/my-documents/Gap_Claim_Kit_Documents.pdf) to review documents ,PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/What_documents_are_required_to_process_a_GAP_claim.html
2417,How do I withdraw a GAP claim?," To withdraw your claim, call us at 1-800-255-8713 and we will walk you through the process. ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/How_do_I_withdraw_a_GAP_claim.html
2418,Who is the Program Administrator?," Toyota Motor Insurance Services, Inc. whose sole responsibility is to perform the administration of this Agreement, which may be contacted at 1-800-255-8713 / P.O Box 650478, Dallas, TX 75265; ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/Who_is_the_Program_Administrator.html
2419,What do I do if my vehicle is in an accident?," Whenever you are in an automobile accident, we suggest you contact your insurance company as soon as possible. We recommend your insurance company contact our Customer Service Team toll-free at [1-800-874-8822](tel:18008748822) between the hours of 8:00 a.m. - 8:00 p.m., Monday - Friday, local time. Please note that you are still responsible for your monthly payments until the claim is settled with your insurance company, and the account is satisfied. ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/insurance_in_case_of_accident/what_do_i_do_if_my_vehicle_is_in_an_accident.html
2420,I got a check from my insurance company made out to TFS and me. What should I do with it?," Normally, an insurance check to repair physical damage is made out to both you and Toyota Financial Services to ensure that the vehicle gets repaired. Please mail the insurance check for endorsement to the following address: Toyota Financial Services P.O. Box 22171 Tempe, AZ 85285 Please include your account number on any documentation that you send in to ensure we are able to access your account. Note: For insurance checks in excess of 7,500.00, please include a copy of the completed repair order along with the check for endorsement. ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/insurance_in_case_of_accident/i_got_a_check_from_my_insurance_company_made_out_to_tfs_and_me_what_should_i_do_with_it.html
2421,What are the insurance requirements for a financed or leased vehicle?," Insurance requirements will vary based on the state where you live. Purchase: If you financed your vehicle, TFS requires you to maintain physical damage insurance covering loss or damage for the full value of the vehicle for the term of your contract. There are no deductible limitations. We do not have minimum liability requirements for financed vehicles. Lease: If you leased your vehicle, TFS will accept the minimum liability required by the state in which your leased vehicle is garaged. Physical damage insurance is required for the full value of the vehicle, with a maximum deductible of 1,000. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/insurance_requirements/what_are_the_insurance_requirements_for_a_financed_or_leased_vehicle.html
2422,What address should I give to my insurance company?," Please provide the following address to your insurance company: TMCC P.O. Box 105386 Atlanta, GA 30348 You are required to keep insurance on your vehicle during the term of the contract, but you are not required to forward us a copy of your insurance policy. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/insurance_requirements/what_address_should_i_give_to_my_insurance_company.html
2423,What are my lease-end options?,"Turn in your vehicle and purchase or lease a new Toyota1
Purchase the vehicle you're currently driving
Return your vehicle to your Toyota dealership*",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/what_are_my_lease_end_options.html
2424,How will TFS contact me before my lease ends?," Leading up to lease-end, youll receive various communications from TFS about your options and things you need to do. Be on the lookout for information from us through toyotafinancial.com, your billing statement, email and/or phone calls. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/how_will_tfs_contact_me_before_my_lease_ends.html
2425,What is my lease maturity date?, This is the date when your lease agreement ends and your vehicle should be returned to a Toyota dealer (unless you choose the option to purchase your leased vehicle). ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/what_is_my_lease_maturity_date.html
2426,Where do I turn in my leased vehicle?," Your leased vehicle should be turned in at your originating Toyota dealer by your scheduled lease maturity date. If youve moved since you began your lease, use our easy dealer locator to find a participating dealer near you. We recommend contacting the dealer to schedule your lease turn-in appointment approximately 30 days prior to your lease maturity date. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/where_do_i_turn_in_my_leased_vehicle.html
2427,Can I return my leased vehicle to any dealer?," The vehicle must be returned to an authorized Toyota or Lexus Dealer. We recommend contacting your originating Dealer to schedule your turn-in appointment. Most Toyota and Lexus Dealers will process a vehicle return even if they did not originate the lease, but we recommend contacting them to confirm and schedule a turn-in appointment. Your originating Dealer is required to process the vehicle return. If you return the vehicle to a third-party dealership, this is an unauthorized third-party vehicle return and you remain responsible for all obligations under the lease agreement until we receive the payoff funds and all required documentation, or the vehicle is delivered to a Toyota or Lexus Dealer. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/can_I_return_my_leased_vehicle_to_any_dealer.html
2428,Who is my originating dealer?, Your originating dealer is the dealer where you began your lease. This dealer can help you choose your next Toyota and turn in your current leased vehicle. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/who_is_my_originating_dealer.html
2429,What should I bring to my turn-in appointment?,"Your TFS Odometer Disclosure Statement
Tool kit and spare tire, if applicable
All sets of keys (masters/remotes/valet), if applicable
Owner’s Manuals
Any original equipment on your vehicle at lease inception (radio, headrests, 3rd row seat, tonneau/cargo cover, etc.)",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/what_should_i_bring_to_my_turnin_appointment.html
2430,Should I notify Toyota Financial Services after I have returned my leased vehicle?," Yes, to minimize any potential delays processing your lease return, you can notify us of your return by logging on to Toyotafinancial.com or your Toyota Financial Services App and follow the Lease-End return prompts. You can also notify us by telephone at (800) 874-8822 using our automated system or speaking with a live agent. [Click here](https://www.toyotafinancial.com/dss/login) to log in to your account. ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/should_I_notify_Toyota_Financial_Services_after_I_have_returned_my_leased_vehicle.html
2431,What if I turn in my vehicle early?," You may return your vehicle prior to your lease maturity date; however, early termination fees may apply. For more info about turning in your lease early, refer to your lease agreement, or contact TFS at [1-800-286-0652](tel:18002860652). You may also reach out to your dealer to get answers to any questions you have about your options. ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/what_if_i_turn_in_my_vehicle_early.html
2432,Should I schedule an appointment to return my vehicle to my Toyota dealer?," Yes, just give your dealer a call 30 days prior to your lease maturity date to schedule your lease turn-in appointment. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/should_i_schedule_an_appointment_to_return_my_vehicle_to_my_toyota_dealer.html
2433,What charges should I expect on my End of Term Invoice after I turn in my vehicle?,"Excess wear and use
Excess mileage
Disposition fee
Any past due and unpaid monthly payments
Any other miscellaneous charges (e.g., unpaid late payment fees, taxes, tolls)
Any other charges due under the terms of your lease agreement if your lease was terminated early",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/what_charges_should_i_expect_on_my_end_of_term_invoice_after_i_turn_in_my_vehicle.html
2434,Do I return my license plates when I turn in my vehicle?, Great question  it varies by state. Please contact your Toyota dealer or the DMV if you have questions about how this applies to you. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/do_i_return_my_license_plates_when_i_turn_in_my_vehicle.html
2435,Do I need to cancel any electronic payments at the end of my lease?," Yes, and this is one people forget. If youve returned your vehicle, please remember to cancel any automated payments you may have set up through either toyotafinancial.com or your bank. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/do_i_need_to_cancel_any_electronic_payments_at_the_end_of_my_lease.html
2436,How do I purchase my current vehicle?,"Log in to the website
Select ""Menu"" from the top navigation bar
Select “End Of Lease Options” under Manage Account
Select “Purchase Your Vehicle”
Select “Confirm” to validate your address
See options to purchase",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/how_do_i_purchase_my_current_vehicle.html
2437,Whats the easiest way to get into a new Toyota?, Just bring your vehicle back to your Toyota dealer at the end of your lease and they can help you with the rest. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/what_is_the_easiest_way_to_get_into_a_new_toyota.html
2438,Why was my recurring payment cancelled?," If your final lease payment has been made, we will automatically cancel recurring payments. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/lease_end_process/why-was-my-recurring-payment-cancelled.html
2439,Where can I find payoff information for loan account?,"Log into the website or mobile app
From the dashboard, select “Payoff Quote” under Remaining Balance
You can then submit your payoff payment online or send the payment via mail.
A Payoff Quote is good for 10 days from the date it is provided. *
After that time, you can log in to the website or mobile app and view an updated Payoff Quote.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/loan_payoff_and_title_lien_release/where_can_i_find_payoff_information_for_loan_account_.html
2440,How can I send the payoff funds for my loan account?,"Register or Log in to the website and select “Payoff Quote” from the dashboard to view your payoff amount.
Select “Payoff” button to make your payment.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/loan_payoff_and_title_lien_release/How_can_I_send_the_payoff_funds_for_my_loan_account.html
2441,"Once my loan is paid off, how long will it take to receive my vehicle title/lien release?","Generally, we'll send the title/lien release to you or an authorized recipient, within 10 business days after the payoff is posted to your account, depending on payment method and applicable state law.
Allow 15-30 business days for United States Postal Service delivery.
Generally, we’ll notify the state of the lien release within 10 business days after the payoff is posted to your account, depending on payment method and applicable state law.
Allow 6-8 weeks for the state to provide you with your title.
Exception: Florida and Arizona generally require the title to remain electronic unless the owner requests a paper title.
For additional questions, please contact your state titling agency.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/loan_payoff_and_title_lien_release/Once_my_loan_is_paid_off_how_long_will_it_take_to_receive_my_vehicle_title_lien_release.html
2442,Where will the title/lien release be sent?,"We’ll mail the title/lien release to your primary address on file, unless instructed otherwise.  Your primary address is either the garage address for the vehicle or your mailing address, if you provided a separate address to receive TFS correspondence.
We’ll notify the state of the lien release, and they’ll typically mail the title to the registered owner’s address unless instructed otherwise.
Exception: Florida and Arizona generally require the title to remain electronic unless the owner requests a paper title).",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/loan_payoff_and_title_lien_release/Where_will_the_title_lien_release_be_sent.html
2443,How can I update my title/lien release delivery address?,"If payoff funds are sent via mail, you may include written instructions with the payoff funds.
After you have paid off, if you need to update the delivery address, please contact us at (800) 874-8822.
Written or verbal authorization is required for the title/lien release to be sent to a third party (e.g., dealer, insurance company, another financial institution or individual third party).  Please include your written authorization with the mailed payoff funds or contact us at (800) 874-8822.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/loan_payoff_and_title_lien_release/How_can_i_update_my_title_lien_release_delivery_address.html
2444,What should I do if I paid off my loan but have not received my title/lien release?,"If it has been more than 40 business days since your payoff was posted, please contact us at (800) 874-8822.
If it has been more than 9.5 weeks since your payoff was posted, contact your local state titling agency.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/loan_payoff_and_title_lien_release/What_should_I_do_if_I_paid_off_my_loan_but_have_not_received_my_title_lien_release.html
2445,How will the new website and payment experience impact my payments?," When you log in to your account after November 12, 2023, you will see upgrades to the website and payment experience. Recurring Payments: If you had recurring payments set up prior to November 12, 2023, they will continue to process with the bank account information you submitted when the payment was set up, and you do not need to take any action. If you need to cancel this recurring payment, you can do so when you log in to your account and view your transactions. If you are looking to edit or modify your recurring payment, you can do so by cancelling and setting up a new recurring payment. Scheduled One Time Payments: If you set up a scheduled one-time payment prior to November 12, 2023, it will continue to process with the bank account information you submitted when the payment was set up, and you do not need to take any action. If you need to cancel this scheduled payment, you can do so when you log in to your account and view your transactions. If you are looking to edit or modify your scheduled one-time payment, you can do so by cancelling and setting up a new payment. Payments made or scheduled on the website after November 12, 2023 will now appear on your bank statement as Toyota ACH rather than Web Payment  Toyota Financial. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/How_will_the_new_website_and_payment_experience_impact_my_payments.html
2446,How will the new website and payment experience impact my saved bank accounts?," As we transition to the new payment experience, you may be asked to add your bank account information again when you set up a future payment. Once you add and save this information, you can access it for future use. If you have recently made a payment on the mobile app or via phone, you may see the bank account information used for that transaction reflected as a payment option. As always, youll want to ensure that you review and confirm the details of the bank account you are selecting prior to submitting any payment. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/How_will_the_new_website_and_payment_experience_impact_my_saved_bank_accounts.html
2447,What is the difference between Pay Online and the AutoCheque program?," Pay Online is a flexible and convenient electronic payment method that allows you to schedule, view, update, or cancel payments, and check the payment processing status on our website. Customers can also schedule one-time payments and set up Recurring Payment Profiles. You enrolled in Pay Online when you registered on to the website. To make payments or view website payment details, you need to add a bank account. The AutoCheque program offers the convenience of automatically debiting your bank each month. To get started, download the [AutoCheque Enrollment Authorization Form](/content/dam/tmcc-webcommons/toyotafinancial/documents/planning_tools/ways_to_pay/TFS_Auto_Cheque_Form.pdf) and follow the instructions in the form (Note: To access this form, you need to install the free [Adobe Acrobat Reader DC](https://get.adobe.com/reader/) onto your computer). After receiving your completed and signed form, we will process your enrollment request. Enrollment is generally completed within 14 business days. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/what_is_the_difference_between_pay_online_and_the_autocheque_program.html
2448,How do I set up a one-time or recurring payment?,"Log in to the website
Select ""Set Up Recurring Payments"" or “Make One-Time Payment” from your Dashboard
Fill in the required fields to schedule your payment
Select ""Confirm"" on the Payment page",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/how_do_i_set_up_a_onetime_or_recurring_payment.html
2449,What is an ABA routing number?," An ABA routing number (also known as a Routing Transit number) is an identification number, assigned to a financial institution and each branch office of that financial institution, which speeds up the processing of transfers between financial institutions. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/what_is_an_aba_routing_number.html
2450,"If I have multiple account holders in my family, can we each enroll in Pay Online?"," Yes. Each account holder may set up a Recurring Payments Profile or make one-time payments. However, one account holder will not be able to view or use the other account holders banking information. In addition, each account holder can manage only the payments he or she has set up. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/if_i_have_multiple_account_holders_in_my_family_can_we_each_enroll_in_pay_online.html
2451,Why cant I select some of the dates on the calendar when I am scheduling a payment?,"Recurring payments cannot be scheduled for the 29th, 30th, or 31st of the month.
One-time payments cannot be scheduled for weekends, bank holidays, or further than 60 days in advance.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/why_cant_i_select_some_of_the_dates_on_the_calendar_when_i_am_scheduling_a_payment.html
2452,Can I make more than one payment in a month?," You can schedule as many one-time payments as youd like, as often as youd like. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/can_i_make_more_than_one_payment_in_a_month.html
2453,When does my same-day payment update to pending status?," Your same-day payment changes to Pending at 5:00 p.m. PST. Once your payment changes to Pending status, you will not be able to change the payment information. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/when_does_my_sameday_payment_update_to_pending_status.html
2454,How do I remove a bank account and what will happen if I do?,"Log in to the website
Select “Menu” from the top navigation bar
Select “Manage Bank Accounts” under Payments
Select “Delete” next to the applicable bank account
A “Delete Bank” window will pop up
Click the “Delete” button
The bank account information will be removed from the “Manage Bank Accounts” page",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/how_do_i_remove_a_bank_account_and_what_will_happen_if_i_do.html
2455,What happens if my bank rejects a payment?," Payments may be returned by a financial institution for insufficient funds, closed accounts or other reasons. If a payment is returned, we may discontinue your participation in the Pay Online program. If this occurs, all scheduled payments, except those in Pending status, will be cancelled. If your bank rejects a payment, you are still obligated to make your payment on time and in the specified amount. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/what_happens_if_my_bank_rejects_a_payment.html
2456,How do I delete or cancel a payment and what if I am unable to?,"Log in to the website
Scroll down to Transactions and select “View All Transactions”
Select the “+” under Details
Select “Cancel Payment”",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/how_do_i_delete_or_cancel_a_payment_and_what_if_i_am_unable_to.html
2457,"I have set up my Recurring Payments profile. If I edit one payment, will it affect any future payments?"," You have the option to edit one recurring payment or delete all future payments. When a single recurring payment status changes to Scheduled, you may edit or cancel a single payment. This will not impact your Recurring Payments Profile. Once the payment status changes to Processing, you are unable to edit or cancel the payment. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/i_have_set_up_my_recurring_payments_profile_if_i_edit_one_payment_will_it_affect_any_future_payments.html
2458,Will the recurring payments I scheduled on the TFS website automatically stop at the end of my finance or lease contract?," Yes. However, if your next payment is in Processing status when your account is closed or if a payment is scheduled to occur before the payoff has been fully processed, that payment may be processed. If the payment does get processed, you will be entitled to a refund if your account has been overpaid. For this reason, we recommend that you cancel your any scheduled payments after you pay off your account. Note: If you have obtained a lease maturity extension, you may need to set up recurring payments through that period. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/will_the_recurring_payments_I_scheduled_automatically_stop__at_end_of_finance_lease_contract.html
2459,How do I cancel pay online?,"Log in to your account
Select “Payments” from the top navigation bar
Click through to the “Website Payments” page
From the “Recurring Payments Profiles” section, select “Delete”
A “Delete Recurring Profile” window will pop up
Click the “Delete Profile” button
Your “Recurring Payments Profile” will be removed from the “Website Payments” page
Log in to your account
Select “Payments” from the top navigation bar
Click through to the “Website Payments” page
Locate the scheduled payment, select “Cancel”
Select “Cancel Payment”
The payment status will change from “Scheduled” to “Cancelled”
Log in to your account
Select “Payments” from the top navigation bar
Click through to the “Bank Information” page
Select “Delete” next to the applicable bank account
A “Delete Bank” window will pop up
Click the “Delete Bank Account” button
The bank account information will be removed from the “Bank Information” page",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/how_do_i_cancel_pay_online.html
2460,What types of payment notifications will I receive?," You will automatically receive payment confirmations, reminders, and general account updates to your email address on file. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/what_types_of_payment_notifications_will_I_receive.html
2461,How do I change my email address?,"Log in to the website
Select “My Profile” under the Welcome Tab
Select “Login & Security”
Select the pen icon under Two-Factor Authentication
Update Email
You will receive a verification code to confirm your changes",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/how_do_i_change_my_email_address.html
2462,How can I print pages from Pay Online?," Click the Print Page icon to print the Payment Confirmation and Website Payments pages. When the Print Page icon is not present, use the print feature of your browser or simply press the Ctrl and P keys simultaneously on your keyboard to print. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/managing_pay_online/how_can_i_print_pages_from_pay_online.html
2463,What are marketing preferences? Are they different from notifications?," Marketing preferences give you a chance to pick the channel where youd prefer to receive marketing communications, which can include product news and information, updates on model launches, and invitations to exclusive events from TFS. Marketing preferences differ from notifications, which include messages about statements and payments. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/marketing_preferences/what_are_marketing_preferences_are_they_different_from_notifications.html
2464,How do I select marketing preferences and what channels are available?,"Log in to the website
Select “My Profile” under the Welcome Tab
Select “Communication Preferences”
Choose how and whether to receive marketing reminders",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/marketing_preferences/how_do_i_select_marketing_preferences_and_what_channels_are_available.html
2465,Where can I find my mileage allowance?, The easiest way to find your mileage allowance is by looking at your lease agreement. If you cant find your lease agreement  no worries  your friends at your local dealer will be happy to help you find it. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mileage/where_can_i_find_my_mileage_allowance.html
2466,What if I go over my mileage allowance?," No problem, it happens. If you return your vehicle and it has gone over the mileage allowance, you will be charged for the additional mileage. We recommend calling your dealer to learn more about additional mileage charges so you can plan ahead. ",LINK_OUT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mileage/what_if_i_go_over_my_mileage_allowance.html
2467,Can I get additional miles?," We wish there was a way to purchase additional miles. Unfortunately, were not currently offering that as an option. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mileage/can_i_get_additional_miles.html
2468,Where can I get information on the Toyota rebate program for military members?, Please visit our [Military Rebate](https://www.toyotafinancial.com/us/en/financing_options/rebate_finance_programs/military_rebate.html) page for more information. We thank you for your service. ,LINK_OUT,https://www.toyotafinancial.com/us/en/planning_tools/faq/military_benefits/where_can_I_get_information_on_the_Toyota_rebate_program_for_military_members.html
2469,Am I eligible for benefits under the Servicemembers Civil Relief Act (SCRA)? Who do I contact with to activate my benefits?,"Army
Navy
Marine Corps
Air Force
Coast Guard
Public Health Officers detailed to the Army or Navy on active duty
Military reservists and guardsmen called to active duty",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/military_benefits/am_i_eligible_for_benefits_under_the_servicemembers_civil_relief_act_scra_who_do_i_contact_with_to_activate_my_benefits.html
2470,What documentation will I need to provide to Toyota Financial Services to receive SCRA benefits?, Please contact our [Customer Service Team](/us/en/contact_us.html) to ensure that you understand all documentation you need to submit to receive SCRA benefits. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/military_benefits/what_documentation_will_i_need_to_provide_to_toyota_financial_services_to_receive_scra_benefits.html
2471,"Once benefits are active, can I continue to use AutoCheque to make my payments?", Yes. Please keep in mind that manual payments may be required during the waiting period when the account number and payment are changed. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/military_benefits/once_benefits_are_active_can_i_continue_to_use_autocheque_to_make_my_payments.html
2472,Where can I find the payment allotment code for my branch of the military?," Here are some payment allotment code details, per military branch: Branch of Military Retail Blanket Code Lease Blanket Code Army X069255 X069263 Navy S938513 S951672 Air Force S938513 S951672 Marines 0174 0169 Retired L93 L57 ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/military_benefits/where_can_i_find_the_payment_allotment_code_for_my_branch_of_the_military.html
2473,I am in the military or employed by the United States government. How can I take my vehicle with me if I leave the U.S.?, Youll need a letter of consent from TFS to move your vehicle from the U.S. Please contact our [Customer Service Team](/us/en/contact_us.html) for the most current requirements. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/military_benefits/i_am_in_the_military_or_employed_by_the_united_states_government_how_can_i_take_my_vehicle_with_me_if_i_leave_the_us.html
2474,How do I download the Toyota Financial Services mobile app?," The mobile app is available for download through the [Apple App Store](https://apps.apple.com/us/app/mytfs-toyota-financial-services/id472110881) and [Google Play](https://play.google.com/store/apps/details?idcom.tmcc.click2pay.mytfs). Note: As we enhance the app, we will periodically release updates. Please refer to your application notifications either from iTunes or Google updates. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how_do_I_download_the_Toyota_Financial_Services_mobile_app.html
2475,Are there fees to use the mobile app?," There is no charge to download or use the mobile app. However, you should contact your wireless service provider to see if any connectivity or usage rates may apply. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/are-there-fees-to-use-the-mobile-app.html
2476,What security measures help protect my transactions through the mobile app?, Our 128-bit SSL encryption technology safeguards traffic for secure web applications and helps protects your information as it travels from your mobile device to us. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/what-security-measures-help-protect-my-transactions-through-the-mobile-app.html
2477,How can I be sure the mobile app information is secure if my mobile device is lost or stolen?," You are required to enter a valid Username and Password to access your account information from the mobile app. If your mobile device is lost or stolen, no one can access your account without your login credentials. ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/how-can-i-be-sure-the-mobile-app-information-is-secure-if-my-mobile-device-is-lost-or-stolen-.html
2478,What is fingerprint authentication?, Fingerprint authentication lets you log in to the myTFS app with your fingerprint in place of your username and password.  Touch ID is fingerprint authentication technology for Apple mobile devices.  Fingerprint is fingerprint authentication technology for Android mobile devices. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/what-is-fingerprint-authentication-.html
2479,What are the benefits of using fingerprint authentication?,  Quick and convenient to authenticate your identity  No typing long passwords on your mobile device  No more forgetting or resetting your password  Your fingerprint is unique and impossible to guess or replicate  Simplifies account recovery ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/mobileapp-faqs/what-are-the-benefits-of-using-fingerprint-authentication.html
